BEZIRK,n_trees,n_species,n_genera,n_streets,mean_height,mean_crown,mean_trunk,sd_trunk,mean_year_raw,mean_year_clean,unknown_year,unknown_trunk,sp12,sp6,sp14,sp1,sp8,sp2,sp29,sp18,sp3,sp20,sp4,sp30,sp28,sp22,sp19,sp9,sp17,sp7,sp26,sp15,sp24,sp13,sp27,sp10,sp16,sp25,sp5,sp11,sp21,sp23,gen1,gen4,gen10,gen5,gen3,gen13,gen6,gen9,gen7,gen8,gen14,gen15,gen11,gen2,gen12,h1,h2,h3,h4,h5,h6,h7,h8,h9,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8,cr9
11,11414,278,76,284,2.073243385316278,2.1690029787979674,94.13798843525495,65.34901792865976,1562.6836341335202,1996.6943915817753,21.73646399158928,1.6383388820746452,1.5156824951813563,2.7510075346066234,3.5920799018748903,8.01647100052567,3.241633082179779,2.540739442789557,0.7709830033292447,1.1564745049938672,4.97634483967058,1.7084282460136675,3.048887331347468,0.7446994918521115,1.366742596810934,0.9549675836691782,1.6208165410898896,1.7522340984755564,1.3842649377956895,4.774837918345891,0.5169090590502892,2.812335728053268,1.5332048361661117,1.5857718591203784,0.5519537410198002,2.050113895216401,2.5056947608200457,0.560714911512178,3.2766777641492904,1.2616085509024006,1.690905905028912,0.481864377080778,23.42736989661819,4.617136849483091,3.3117224461188015,5.808656036446469,5.869984229893114,2.4794112493429123,3.3117224461188015,5.063956544594358,6.430699141405292,5.650954967583669,1.9099351673383564,1.366742596810934,2.25162081654109,10.241808305589627,1.5069213246889785,1.6733835640441563,30.1647100052567,37.01594533029613,22.70895391624321,7.394427895566848,0.8761170492377782,0.12265638689328895,0.04380585246188891,0,1.6821447345365341,32.039600490625546,33.23111967758893,19.178202207814962,9.856316803925004,3.0576485018398456,0.6483266164359558,0.19274575083231119,0.11389521640091116
12,9470,277,74,254,2.200950369588173,2.197043294614572,96.59883843717002,64.32770430997367,1217.8912354804647,1997.130735930736,39.01795142555438,0.8553326293558606,0.8870116156282999,2.903907074973601,2.724392819429778,12.534318901795142,3.4741288278775078,7.191129883843717,1.4149947201689546,1.224920802534319,5.586061246040127,1.8373812038014783,4.107708553326294,0.1900739176346357,0.24287222808870115,0.9926082365364308,0.6441393875395988,1.0454065469904963,1.0242872228088702,2.3125659978880675,0.25343189017951423,0.2006335797254488,0.5596620908130939,1.6050686378035903,0.1689545934530095,1.678986272439282,1.6367476240760295,0.44350580781414994,3.907074973600845,3.5691657866948256,1.4361140443505809,0.3590285110876452,25.36430834213305,8.627243928194298,2.956705385427666,6.335797254487856,7.729672650475185,1.3727560718057021,2.2914466737064414,2.692713833157339,0.665258711721225,5.058078141499472,1.7317845828933474,1.0031678986272439,1.8268215417106652,15.469904963041182,1.6156282998944034,0.675818373812038,27.423442449841605,33.69588173178458,28.39493136219641,9.070749736008448,0.6335797254487856,0.09503695881731784,0.010559662090813094,0,0.6969376979936642,30.58078141499472,35.98732840549103,19.61985216473073,8.94403379091869,2.893347412882788,0.9609292502639916,0.25343189017951423,0.06335797254487856
13,11867,269,75,257,2.3316760765147047,2.2195163057217493,97.73759164068424,66.39176464978733,1366.6492795146203,1993.856282271945,31.456981545462202,1.4578242184208308,1.8791606977332098,5.039184292576051,3.5139462374652397,11.19912362012303,2.528018875874273,8.182354428246397,1.07862138703969,1.8623072385607147,1.5842251622145445,0.7331254740035392,4.440886491952473,1.7443330243532484,1.1207550349709279,0.15168113255245638,1.2724361675233842,3.4633858599477545,1.3314232746271173,3.126316676497851,0.4550433976573692,0.03370691834499031,0.7836858515210247,1.4241173000758405,3.2190107019465746,1.3061430858683745,0.7584056627622819,1.1460352237296705,2.15724277407938,4.600994354091177,0.8089660402797674,0.6320047189685682,26.384090334541163,10.154209151428331,3.6403471812589534,2.5027386871155306,9.716019212943456,1.3061430858683745,5.376253476025954,3.7161877475351814,0.5224572343473498,2.9577820847728997,1.7948934018707339,6.716103480239319,1.3651301929721076,11.19912362012303,1.6769191876632679,1.4072638409033453,23.139799443835848,34.92036740540996,25.541417375916406,12.21033117047274,2.0224151006994187,0.6994185556585489,0.05898710710373304,0,1.5083845959383164,30.68172242352743,32.468189095811915,20.90671610348024,10.238476447290806,3.0420493806353752,0.7668323923485295,0.25280188758742733,0.13482767337996124
14,10160,311,71,273,2.0665354330708663,2.224803149606299,101.45472440944881,349.1645308315675,1514.446751968504,1984.3666494712406,23.681102362204726,2.076771653543307,2.8149606299212597,5.196850393700787,0.6791338582677166,9.21259842519685,2.5492125984251968,5.688976377952756,1.4468503937007875,3.513779527559055,1.1515748031496063,1.0728346456692914,5.137795275590551,0.41338582677165353,1.486220472440945,1.2106299212598426,1.9094488188976377,4.301181102362205,1.0334645669291338,0.8169291338582677,0.2854330708661417,0.15748031496062992,0.7480314960629921,0.6889763779527559,0.3543307086614173,1.2992125984251968,0.7578740157480315,1.9881889763779528,5.374015748031496,3.661417322834646,2.017716535433071,1.4763779527559056,23.30708661417323,7.19488188976378,5.078740157480315,1.6929133858267718,8.4251968503937,3.513779527559055,5.698818897637795,1.171259842519685,0.7381889763779528,3.6515748031496065,0.9251968503937008,0.9350393700787402,1.5059055118110236,16.10236220472441,2.8346456692913384,2.5,30.059055118110237,36.811023622047244,21.062992125984252,8.159448818897637,1.2992125984251968,0.10826771653543307,0,0,2.175196850393701,30.462598425196852,32.59842519685039,20.492125984251967,9.094488188976378,3.090551181102362,1.220472440944882,0.7381889763779528,0.1279527559055118
15,5566,242,66,185,1.9908372260150917,2.2718289615522815,90.02515271289975,88.6480492502269,1743.5553359683795,1989.4688396883969,12.360761767876392,2.371541501976284,1.9942508084800574,1.545095220984549,1.2396694214876034,8.372260150916278,2.3715415019762847,2.389507725476105,0.5389867049946101,0.7006827164929932,2.8027308659719727,0.6647502694933525,1.3115343154868846,1.329500538986705,3.2698526769673015,6.503772906934962,2.2996766079770032,2.9284944304707152,2.0301832554796984,2.1200143729787997,0.4132231404958678,0.4671218109953288,0.6827164929931728,1.8325547969816744,0.6827164929931728,2.1739130434782608,1.7247574559827523,0.5749191519942508,7.222421846927776,2.6769673014732303,2.497305066475027,1.4732303269852678,18.64893999281351,3.144089112468559,2.8386633129716135,3.5034135824649657,4.186130075458139,10.079051383399209,5.300035932447,2.605102407473949,1.3115343154868846,4.671218109953288,2.0481494789795187,1.2576356449874238,2.5512037369744878,16.672655407833272,2.982393100970176,2.389507725476105,35.98634567014014,30.21918792669781,23.89507725476105,6.755300035932447,0.5928853754940712,0.1437297879985627,0.017966223499820338,0,2.479338842975207,33.902263744160976,25.619834710743802,20.337765001796622,11.103126122888968,4.186130075458139,1.221703197987783,0.8444125044915559,0.30542579949694576
16,7401,300,77,218,1.9425753276584246,2.105796513984597,88.00351303877855,63.43598167791427,1558.7211187677342,1994.4839211618257,21.84839886501824,1.256586947709769,3.3238751520064858,1.4187271990271586,1.026888258343467,6.566680178354276,2.351033644102148,7.715173625185786,0.9593298202945548,1.3376570733684636,6.134306174841238,1.4322388866369409,4.323740035130387,0.29725712741521415,0.8242129441967302,0.36481556546412647,1.1484934468315093,2.364545331711931,0.6890960680989056,1.5673557627347656,0.6755843804891231,0.027023375219564924,0.4864207539521686,3.715714092690177,0.2432103769760843,0.8107012565869477,0.7431428185380354,1.2565869477097689,3.9319010944466966,1.607890825564113,1.0133765707336846,3.0266180245912713,18.038102959059586,11.41737603026618,3.040129712201054,7.053100932306445,8.89069044723686,1.2565869477097689,3.4995270909336575,2.351033644102148,0.7971895689771652,3.8508309687880016,4.566950412106472,0.6485610052695582,0.8782596946358601,10.052695581678151,4.323740035130387,1.2430752600999866,37.251722740170244,36.251857857046346,18.227266585596542,5.48574516957168,1.3646804485880286,0.175651938927172,0,0,1.2565869477097689,33.87380083772463,33.83326577489528,19.740575597892178,7.95838400216187,2.310498581272801,0.7701661937576003,0.2432103769760843,0.013511687609782462
17,4858,217,62,143,1.9705640181144504,1.9995883079456567,85.66879374228077,61.88107852300688,1598.07204610951,1991.1346499102333,19.740634005763688,1.9349526554137506,8.130918073281185,4.4256895841910255,0.4322766570605187,11.177439275421984,4.610951008645533,6.010703993412927,0.7410456978180321,2.9435981885549607,2.8612597776862905,2.8406751749691233,4.590366405928366,1.2350761630300535,0.22643062988884313,0.04116920543433512,1.1733223548785507,1.4615067929188967,0.8645533141210374,0.885137916838205,0.1440922190201729,0.02058460271716756,0.514615067929189,2.181967888019761,0.16467682173734047,1.8526142445450804,0.20584602717167558,1.1321531494442156,4.363935776039522,2.7377521613832854,1.2556607657472212,1.3379991766158914,33.65582544256896,6.525319061342116,4.693289419514203,3.0465212021407986,9.324825030876903,0.3911074516261836,2.5319061342116096,4.4256895841910255,0.22643062988884313,2.7171675586661177,2.61424454508028,0.6175380815150268,2.2025524907369287,10.45697818032112,2.3260601070399343,1.8731988472622478,36.41416220666941,32.873610539316594,22.066694112803624,5.372581309180733,1.1939069575957184,0.20584602717167558,0,0,1.955537258130918,37.60806916426513,31.28859613009469,19.740634005763688,7.225195553725813,1.6467682173734046,0.3911074516261836,0.08233841086867023,0.06175380815150268
18,9742,367,90,147,2.2167932662697596,2.1818928351467872,102.12461506877438,78.51719737795374,1505.7733524943544,1982.0624239967572,24.029973311435025,1.2625744200369535,1.4576062410182713,4.516526380619996,2.412235680558407,9.033052761239992,3.161568466433997,3.5311024430301785,0.3695339765961815,1.6013138985834532,1.3857524122356806,0.45165263806199957,4.208581400123178,0.6056251283104085,0.20529665366454528,0.1642373229316362,0.97515910490659,2.0427017039622255,3.90063641962636,0.6364196263600903,0.09238349414904537,0.03079449804968179,0.3284746458632724,1.9913775405460892,0.5748306302607268,0.9033052761239991,0.9956887702730446,1.3344282488195442,9.843974543214946,1.129131595154999,2.494354342024225,1.4678710737014986,25.261753233422294,4.998973516731677,4.105933073290905,2.1556148634777252,6.405255594333813,0.4208581400123178,6.651611578731266,0.7595976185588175,0.2566208170806816,1.6834325600492712,2.186409361527407,1.7244918907821802,1.1086019297885445,18.55881749127489,2.7099158283719977,2.0529665366454526,29.52165879696161,31.307739683843153,22.54157257236707,11.29131595154999,2.9768014781359065,0.2874153151303634,0.020529665366454525,0,1.2625744200369533,33.78156436050092,30.240197084787518,20.92999384110039,10.059536029562718,2.299322521042907,0.8725107780743174,0.26688564976390883,0.2874153151303634
19,14804,341,82,313,2.1754255606592814,2.1280734936503647,98.74425830856525,70.9623590709537,1292.979870305323,1986.2274566773892,34.90272899216428,1.465820048635504,1.155093218049176,6.221291542826263,2.033234261010538,10.639016482031883,3.512564171845447,4.269116455012159,0.6957579032693867,1.9184004323155903,1.2293974601459066,1.4590651175358011,4.593353147797893,1.837341259119157,0.17562820859227235,0.3917860037827614,1.3442312888408539,4.566333423399081,1.6414482572277762,0.7700621453661173,0.45258038368008646,0.6890029721696839,0.4796001080788976,2.7830316130775468,0.8241015941637395,2.276411780599838,0.46609024587949205,0.9254255606592813,5.876790056741421,2.728992164279924,2.1142934342069712,0.8241015941637395,27.661442853282896,5.6538773304512295,4.694677114293434,1.492839773034315,7.9640637665495815,0.6282085922723588,6.680626857606052,1.1280734936503647,2.141313158605782,3.2558767900567416,3.336935963253175,1.6414482572277762,2.3169413671980545,13.212645231018644,2.343961091596866,1.4523101864360983,31.957579032693868,28.701702242637126,26.31045663334234,9.07862739800054,2.1007835720075656,0.3647662793839503,0.027019724398811132,0.006754931099702783,1.492839773034315,34.071872466900835,30.566063226155094,22.11564442042691,8.855714671710349,1.9724398811132127,0.6079437989732505,0.21615779519048905,0.10132396649554175
20,7944,287,62,161,2.4359264853977844,2.394259818731118,106.16968781470293,75.1764881880249,1355.157099697885,1991.005733308674,31.93605236656596,2.2155085599194364,1.4098690835850958,3.9778449144008055,1.9637462235649548,6.96122860020141,5.626888217522659,2.0644511581067473,0.7804632426988922,0.730110775427996,7.275931520644511,0.6923464249748238,3.1847935548841892,2.1022155085599192,0.22658610271903323,0.8434038267875126,1.095166163141994,0.7804632426988922,2.4295065458207454,6.646525679758308,2.794561933534743,2.5176233635448138,1.0070493454179255,0.5916414904330313,0.730110775427996,2.8323262839879155,1.5861027190332326,0.5412890231621349,2.0644511581067473,1.6112789526686808,0.2769385699899295,0.3902316213494461,24.710473313192345,2.2784491440080563,2.731621349446123,7.917925478348439,11.102719033232628,1.1329305135951662,3.323262839879154,7.6787512588116815,8.144511581067473,3.914904330312185,1.661631419939577,1.3343403826787512,3.121852970795569,7.917925478348439,1.3846928499496476,2.1525679758308156,18.567472306143,33.55991943605237,32.200402819738166,8.182275931520644,3.5876132930513593,1.6112789526686808,0.13846928499496475,0,2.1525679758308156,23.250251762336354,33.18227593152064,23.38872104733132,12.915407854984894,3.4491440080563947,1.095166163141994,0.365055387713998,0.2014098690835851
21,22638,359,84,580,2.090732396854846,2.1459492888064315,97.09435462496687,71.63340259965766,1362.4796801837617,1998.8215280928002,31.835851223606326,1.6962629207527165,2.3677003268840005,2.2970227051859706,1.5063168124392614,8.445975792914568,3.2246664899726123,2.305857407898224,1.886209029066172,1.192684866154254,2.813852813852814,0.7818711900344554,4.633801572577083,0.6184291898577613,0.9718172983479106,1.2015195688665077,1.4753953529463733,3.697323085078187,0.09276437847866419,1.4709780015902465,1.294283947345172,1.448891244809612,1.7095149748210974,2.076155137379627,0.7686191359660748,4.580793356303561,1.0115734605530524,1.1220072444562241,3.9181906528845305,3.6840710310098066,1.3472921636186943,0.8437141090202315,21.6538563477339,2.8580263274140827,2.8933651382630976,3.0788938952204257,9.320611361427687,2.248431840268575,4.002120328650941,2.5178902729923136,5.009276437847866,5.044615248696881,2.4913861648555526,1.488647407014754,5.252230762434844,13.040021203286509,1.6034985422740524,1.6079158936301794,26.72939305592367,41.60703242335895,23.65049916070324,4.448272815619754,1.3826309744677092,0.5477515681597315,0.026504108136761198,0,1.6344200017669406,29.50348970757134,36.20902906617192,22.08675678063433,7.611096386606591,2.0982418941602616,0.5786730276526195,0.2208675678063433,0.05742556762964926
